fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
18.1,-74.008134,40.748631,-73.952349,40.780512,4
10.9,-73.95394,40.781298,-73.994423,40.75014,7
8.9,-73.939093,40.80510200000001,-73.956073,40.771995,7
13.5,-73.981627,40.78042,-74.008465,40.734012,4
5.0,-74.00269,40.739438,-73.994579,40.75057,4
5.3,-73.958749,40.781019,-73.945876,40.778165,2
7.7,-73.98779,40.721226,-73.992425,40.735723,2
9.0,-73.969465,40.79798,-73.982315,40.776767,2
16.1,-73.988568,40.732097,-73.957498,40.742657,2
4.9,-73.966597,40.794345,-73.965682,40.803808,4
5.5,-73.999432,40.749066,-73.995077,40.738264,2
8.5,-73.95660600000002,40.771111,-73.977111,40.776811,5
9.5,-73.981932,40.777668,-73.96005799999998,40.809688,2
7.5,-73.95310211,40.7887001,-73.95677948,40.80590439,2
6.9,-73.98243199999997,40.745747,-73.98243199999997,40.745747,2
7.5,-73.99199499999997,40.74499,-73.986237,40.729637,4
8.1,-73.988988,40.777013,-73.997445,40.760155,2
5.7,-73.966612,40.759278,-73.975773,40.755462,2
14.1,-73.987365,40.738572,-73.97721800000002,40.77535200000001,2
5.7,-73.989807,40.74123,-73.99391700000002,40.726492,2
7.0,-73.95906,40.781061,-73.96206,40.768604,2
12.0,-73.985652,40.72212,-73.970955,40.751952,2
11.5,-73.95511627,40.76898956,-73.98423767,40.74843979,2
4.5,-73.98674,40.755362,-73.995713,40.764137,2
10.1,-73.98455600000001,40.742882,-73.95908100000003,40.763551,2
7.7,-73.98101899999997,40.781874,-73.98199699999998,40.756597,2
15.018219229330182,-73.95166,40.772657,-74.010583,40.721405,4
19.0,-73.97402,40.762828000000006,-73.940839,40.726467,2
14.0,-73.98859399999998,40.75336400000001,-73.989319,40.723218,2
5.0,-73.987888,40.721048,-73.983132,40.731187,2
8.0,-74.01072693,40.71009064,-73.99810028,40.72290039,2
8.7,-73.97798399999998,40.75454600000001,-73.958947,40.779093,6
3.7,-73.970892,40.755915,-73.966747,40.760517,2
6.1,-73.978945,40.76707,-73.977897,40.783568,2
8.5,-73.976877,40.759192,-73.991685,40.74981,2
10.5,-73.985881,40.7383,-73.96499,40.775237,2
8.0,-73.96178436,40.7595787,-73.97894287,40.7726059,6
4.5,-73.965372,40.759256,-73.97487,40.752373,2
9.7,-73.977829,40.788979,-73.967935,40.760508,2
20.5,-73.96861899999998,40.766432,-74.00855899999998,40.704591,2
9.3,-73.982229,40.731822,-73.980239,40.760162,2
18.5,-74.005385,40.707002,-73.992793,40.750742,2
5.0,-73.98275100000002,40.762738,-73.97835400000002,40.764564,4
4.5,-73.980909,40.774585,-73.98136,40.779419,5
8.0,-73.985217,40.74217700000001,-73.99998000000002,40.726917,2
5.5,-74.00482199999998,40.741812,-74.007312,40.733577,4
6.1,-73.98795,40.757852,-73.988227,40.749963,2
4.9,-73.970442,40.764695,-73.961907,40.765392,6
5.3,-73.993085,40.75200200000001,-73.980337,40.76483,2
8.1,-73.99096999999998,40.742158,-73.977728,40.72673,2
20.33,-73.994718,40.750306,-73.95051099999998,40.728566,2
4.5,-73.955282,40.76886500000001,-73.949683,40.776472,2
7.0,-74.002792,40.76051500000001,-74.00441500000002,40.741973,2
7.7,-73.987145,40.722568,-74.005402,40.739583,2
7.3,-73.990575,40.746117,-74.003227,40.751447,2
5.0,-73.99436,40.72039,-73.98577,40.72304000000001,4
6.1,-73.97985,40.786315,-73.985068,40.774133,2
11.0,-73.956597,40.777432,-73.980035,40.763175,2
11.3,-73.975868,40.790142,-74.006695,40.751278000000006,7
8.1,-73.990397,40.75103,-73.981137,40.764718,2
8.9,-74.000763,40.729744,-73.974662,40.74915900000001,5
11.0,-73.978836,40.764745,-73.984774,40.745978,2
8.1,-73.978916,40.78712,-73.957307,40.783588,2
6.9,-73.996268,40.738123,-73.98238,40.73617,2
6.0,-73.971462,40.761332,-73.980797,40.768002,2
5.3,-73.988927,40.760223,-73.991474,40.750591,2
6.1,-73.980068,40.74310300000001,-73.99118100000003,40.750228,2
9.5,-73.995776,40.748921,-73.96882099999998,40.764391,4
11.5,-73.97941,40.766107,-74.003015,40.750522,2
5.3,-73.978002,40.778607,-73.970662,40.788625,2
10.0,-73.99588299999998,40.743785,-73.990057,40.767137,2
6.9,-73.977757,40.762991,-73.983801,40.779518,2
18.1,-73.986592,40.761807,-74.01065899999998,40.704133,2
15.5,-73.99411774,40.75117874,-73.97511292,40.75645828,2
10.1,-73.982334,40.722411,-73.964907,40.755644,2
8.5,-73.99413,40.76668,-73.98861,40.75705,2
7.3,-73.988883,40.73405,-73.992385,40.724842,2
8.5,-73.958118,40.773086,-73.94694100000002,40.779994,2
6.1,-73.970447,40.75779,-73.969687,40.769923,7
14.1,-73.98109699999998,40.764483,-73.99185,40.722037,2
6.0,-73.9742,40.762693,-73.979824,40.755547,2
8.5,-73.958823,40.783588,-73.978697,40.777533,2
8.0,-73.9879303,40.72850037,-74.00728607,40.72747803,2
5.3,-73.971913,40.75925,-73.962905,40.77216,2
10.5,-73.978389,40.757757,-73.98044200000002,40.733626,2
5.5,-73.97077942,40.75881577,-73.97015381,40.74894333,2
8.5,-73.99476,40.765585,-73.996026,40.758698,2
6.1,-73.953316,40.767588,-73.97152700000002,40.757499,2
12.9,-73.975224,40.765201,-73.998754,40.728,2
10.0,-73.979022,40.777667,-73.992172,40.721555,7
4.9,-73.954665,40.773395,-73.94686,40.776093,2
6.0,-73.964483,40.764431,-73.956576,40.77985200000001,2
5.0,-73.98214,40.772705,-73.988691,40.774325,2
13.5,-73.98265,40.753748,-74.00793,40.741922,2
13.7,-73.99212800000002,40.739535,-73.95814,40.768797,5
10.5,-73.997265,40.719963,-73.994268,40.754212,2
5.7,-73.95387099999998,40.766331,-73.96246500000002,40.774757,2
9.0,-73.993372,40.73617700000001,-73.978277,40.75786,4
7.5,-73.954463,40.769887,-73.96162700000002,40.77936,2
14.1,-73.992131,40.724066,-73.98057,40.762877,2
9.3,-73.97210799999998,40.759308,-73.999263,40.761322,2
4.0,-73.99036600000002,40.757343,-73.985373,40.760604,2
5.5,-73.99223,40.725887,-73.993782,40.735277,2
9.3,-73.975782,40.74727,-73.96611,40.762933,2
7.3,-73.999627,40.743547,-73.98926999999998,40.756862,4
4.5,-73.988446,40.770843,-73.985985,40.777708,2
5.7,-73.966422,40.767587,-73.973363,40.75827,4
8.0,-74.005382,40.749044,-73.99412,40.761185,2
20.5,-74.01159668,40.70290756,-73.972229,40.76314545,4
9.3,-73.9927,40.7372,-73.9683,40.7624,2
8.5,-73.990387,40.73118,-74.0021,40.70805,4
8.1,-73.990138,40.740232,-73.99523,40.718407,2
5.0,-73.98061700000002,40.74487,-73.98711,40.749577,7
5.3,-73.99201,40.755538,-73.99795999999998,40.755995,7
5.3,-73.988323,40.722913,-74.002315,40.729572,2
6.9,-73.982628,40.771032,-73.984127,40.748062,4
8.5,-73.948403,40.78258,-73.968905,40.787675,2
6.5,-73.975256,40.756147,-73.960543,40.775509,2
14.5,-73.94704300000002,40.780107,-73.989034,40.751587,4
6.1,-73.97829200000002,40.782962,-73.961085,40.806684,2
13.0,-73.985802,40.77747700000001,-73.987414,40.754369,2
15.0,-73.9942,40.751005,-73.97559,40.759188,2
4.9,-73.968848,40.759129,-73.976118,40.765747,2
8.9,-73.981872,40.760252,-74.00223199999998,40.740567,7
8.1,-73.993127,40.736777,-74.010699,40.720116,2
6.0,-73.986575,40.75505,-73.980971,40.765857,2
8.0,-73.974292,40.793455,-73.978205,40.778272,2
8.5,-73.959937,40.780397,-73.974948,40.798193,2
8.9,-73.976061,40.75818,-73.948436,40.78255,2
10.5,-73.96500999999998,40.769925,-73.968125,40.778048,7
10.1,-74.010347,40.720153,-73.99492,40.769032,4
5.0,-73.98371124,40.74961853,-73.99261475,40.74286652,2
6.0,-73.95761871,40.76677322,-73.95582581,40.77876663,2
13.3,-73.99771,40.756485,-73.98751800000002,40.721337,2
7.0,-73.97834778,40.76491165,-73.98352814,40.76810837,2
10.5,-73.99973299999998,40.73322,-73.985659,40.759156,4
14.5,-73.984045,40.748432,-74.00975799999998,40.722695,2
11.3,-74.005448,40.725823,-74.005942,40.725048,4
6.5,-73.970799,40.751642,-73.980333,40.748303,2
5.7,-73.99171,40.73190200000001,-73.97907,40.745213,2
13.0,-73.961407,40.716362,-73.994242,40.694847,2
18.5,-73.980992,40.744531,-73.94847800000002,40.778086,2
14.1,-73.957312,40.776963,-73.990408,40.751271,4
4.5,-73.952804,40.782491,-73.961038,40.774978,4
3.3,-73.998082,40.741128,-73.993909,40.739392,2
8.5,-73.954353,40.779059,-73.985525,40.755313,2
5.3,-74.003192,40.732796,-73.999881,40.719227,2
4.5,-73.982442,40.742135,-73.99249499999998,40.738278,2
3.7,-73.987127,40.733377,-73.98135500000002,40.74125,4
8.1,-73.976809,40.775044,-73.96797600000002,40.762807,2
12.9,-73.97974599999998,40.78100900000001,-73.980523,40.738272,2
8.1,-73.989393,40.726381,-73.997417,40.714365,4
9.5,-73.957788,40.781995,-73.96262,40.764742,2
11.0,-73.95822,40.768717,-73.98931400000002,40.739968,2
6.1,-73.984847,40.761632,-73.965846,40.754548,4
10.0,-73.99276,40.751162,-73.98098,40.752827,2
10.1,-73.987997,40.737872,-73.98858299999998,40.757525,2
7.7,-73.982377,40.739743,-73.959688,40.758598,7
8.0,-73.976248,40.760885,-73.991236,40.750376,2
6.1,-73.95343199999998,40.766765,-73.968447,40.7649,2
20.5,-73.98646,40.751527,-73.95373199999997,40.787725,2
9.5,-74.003197,40.744075,-74.00067,40.726062,2
7.0,-73.95893000000002,40.763626,-73.973753,40.759813,2
8.5,-73.98732,40.738957,-74.004458,40.707322,2
7.5,-73.964127,40.792641,-73.979984,40.782037,4
11.5,-73.95744324,40.76170349,-73.97323608,40.78707886,2
7.7,-73.998418,40.735472,-74.01432,40.713072,2
6.1,-73.978192,40.745775,-73.975422,40.73007,4
11.5,-73.98195648,40.76792145,-73.97608948,40.7951889,4
6.0,-73.980914,40.779513,-73.970524,40.796703,2
17.0,-74.016361,40.71285200000001,-73.984364,40.729531,2
7.5,-73.988477,40.739202,-74.001812,40.740582,2
5.5,-73.97361755,40.78464127,-73.97045135,40.79611969,2
6.9,-73.979605,40.752025,-73.993742,40.756685,2
3.0,-73.994313,40.735362,-73.997212,40.73681,2
6.0,-74.000405,40.71857,-74.00004,40.726592,2
6.5,-73.980695,40.742047,-73.97293,40.759006,2
14.5,-73.97756700000002,40.778957,-73.991272,40.72782,2
4.1,-73.993962,40.735152,-74.00358,40.732207,2
13.3,-74.005752,40.717735,-73.962639,40.766952,4
6.0,-74.003502,40.738745,-73.993317,40.752022,5
6.5,-73.987437,40.738262,-73.975865,40.74594,2
12.5,-74.00654499999997,40.716519,-73.993427,40.752308,2
21.5,-73.965747,40.77121,-74.005188,40.729157,2
10.1,-73.993027,40.725563,-73.958591,40.717069,2
4.5,-73.966902,40.76209,-73.972658,40.761098,2
5.3,-73.98788499999998,40.749152,-73.975165,40.759095,5
8.0,-74.00497800000002,40.719012,-74.006807,40.706832,2
7.7,-73.99955600000001,40.738662,-73.97940899999998,40.727603,2
7.5,-73.986717,40.76152,-73.968675,40.796662,4
5.5,-73.95622253,40.78130722,-73.9595108,40.77655029,2
7.7,-73.99763100000001,40.724238,-74.009196,40.710869,2
8.1,-73.978894,40.763859,-73.946947,40.779657,2
5.5,-73.976995,40.763962,-73.978033,40.757489,2
6.5,-73.98194122,40.74060822,-73.99118042,40.74890900000001,2
4.5,-73.99758,40.729132,-73.991998,40.725226,2
7.0,-73.945542,40.774462,-73.957452,40.783008,2
17.5,-73.96175699999998,40.76281,-73.999328,40.7493,2
4.9,-73.96498000000003,40.759943,-73.971154,40.764252,4
6.0,-73.96396700000003,40.808232,-73.972693,40.793455,2
4.5,-73.99303,40.762935,-73.99059,40.757643,7
10.5,-73.97248,40.784842,-73.954747,40.775662,2
8.9,-74.005798,40.741247,-74.01719,40.705187,2
6.1,-74.00186,40.737772,-74.009763,40.714795,7
14.5,-74.002285,40.73961,-73.95275699999998,40.779637,2
6.1,-73.993656,40.74735,-73.982864,40.742636,2
5.7,-73.954327,40.764005,-73.95615500000002,40.775967,2
8.0,-73.98964699999998,40.74729,-73.985648,40.735408,7
5.5,-73.963307,40.798379,-73.97504,40.78278,2
16.5,-73.979962,40.759952,-73.99467,40.723662,2
11.3,-73.972412,40.78123,-73.989187,40.758375,7
10.0,-73.947073,40.779932,-73.96799,40.765642,4
16.5,-74.003815,40.743057,-73.948877,40.778277,2
8.9,-73.996439,40.725517,-73.976375,40.751634,4
6.9,-73.971638,40.763382,-73.953767,40.783715,2
4.0,-73.99199200000002,40.714875,-73.997173,40.714412,2
5.7,-73.977655,40.748835,-73.991915,40.754223,2
2.9,-73.964774,40.772788,-73.963266,40.774752,2
10.5,-73.959742,40.773777,-73.98817700000002,40.748772,2
4.5,-74.000125,40.747762,-74.005557,40.73871,7
7.0,-73.99231800000003,40.724933,-73.981101,40.741954,2
5.5,-73.983752,40.737981,-73.975042,40.748834,2
13.5,-73.963305,40.757785,-73.945842,40.781722,2
22.0,-74.016847,40.704765,-73.975607,40.74896500000001,2
5.0,-73.995414,40.733265,-73.99147099999998,40.727619,2
9.7,-74.008163,40.73873,-73.9903,40.767205,2
4.9,-73.955322,40.78284,-73.955797,40.773673,0
9.5,-74.004614,40.724284,-73.977553,40.746468,2
5.5,-73.98101,40.78174,-73.989225,40.77622,2
10.5,-73.978015,40.75992700000001,-73.956005,40.768142,2
4.5,-73.998965,40.73831,-73.997162,40.747027,2
4.9,-73.99695799999998,40.722988,-74.00580699999998,40.726383,2
7.3,-73.978321,40.753844,-73.982309,40.777037,2
5.3,-74.006924,40.703967,-74.01299499999998,40.705742,2
14.1,-74.00360500000002,40.720436,-73.985766,40.759837,2
6.5,-73.966418,40.770348,-73.955528,40.76583,2
11.7,-73.95399599999998,40.770532,-73.986594,40.742354,2
9.0,-73.97764000000002,40.752347,-73.970392,40.768867,4
10.1,-73.97435300000002,40.763542,-73.990128,40.732237,2
8.1,-74.000338,40.717538,-74.00771,40.705213,2
7.3,-73.968412,40.786347,-73.952285,40.789819,2
5.7,-73.984797,40.763133,-73.975928,40.765276,4
10.5,-74.001972,40.734998,-73.981498,40.743742,2
8.1,-73.962563,40.79985,-73.98419,40.770172,7
13.7,-73.96430699999998,40.773437,-73.989902,40.735977,2
7.3,-73.981596,40.769859,-73.9746,40.760504,2
5.5,-73.968589,40.75909,-73.97673,40.759161,2
11.5,-73.982061,40.775128,-73.97495699999997,40.759715,2
8.0,-73.97602081,40.75501633,-73.9966507,40.7632637,2
4.9,-73.958259,40.768903,-73.95474399999998,40.779351,2
3.7,-73.987802,40.752183,-73.985067,40.747572,2
10.5,-74.006277,40.73306,-73.977088,40.771765,2
